Model Name,GS1160
Serial Number,
Time,2016/10/23_02:08:25
Memo,
I-Time,2800
Lv,394.629395
CCT,6046
Duv,0.098657
X,198.329636
Y,394.629395
Z,65.636742
x,0.30114
y,0.599198
u',0.125631
v',0.562446
x10,0.331346
y10,0.577355
u'10,0.143044
v'10,0.560807
dx,-0.020106
dy,0.2682
du,-0.077385
dv,0.091794
LambdaD,548
Purity,0.714484
R1,4.517677
R2,35.718399
R3,78.121819
R4,16.227722
R5,16.154215
R6,23.710802
R7,85.206642
R8,29.374632
R9,-169.994659
R10,-27.672102
R11,-8.981302
R12,-14.356091
R13,3.349823
R14,87.299202
R15,0.772281
LambdaP,536
LambdaPValue,12.83803
S,1.813871
380nm,0
381nm,0
382nm,0
383nm,0
384nm,0
385nm,0
386nm,0
387nm,0
388nm,0
389nm,0
390nm,0
391nm,0
392nm,0
393nm,0
394nm,0
395nm,0
396nm,0
397nm,0
398nm,0
399nm,0
400nm,0
401nm,0
402nm,0
403nm,0
404nm,0
405nm,0
406nm,0
407nm,0
408nm,0
409nm,0
410nm,0
411nm,0
412nm,0
413nm,0.000015
414nm,0.000056
415nm,0.000125
416nm,0.000268
417nm,0.000479
418nm,0.00076
419nm,0.001053
420nm,0.001352
421nm,0.001597
422nm,0.001753
423nm,0.001841
424nm,0.002238
425nm,0.002971
426nm,0.004059
427nm,0.005228
428nm,0.006478
429nm,0.008037
430nm,0.00991
431nm,0.012098
432nm,0.014334
433nm,0.016571
434nm,0.019197
435nm,0.022431
436nm,0.026299
437nm,0.030872
438nm,0.035931
439nm,0.041674
440nm,0.047875
441nm,0.054535
442nm,0.061849
443nm,0.069616
444nm,0.077771
445nm,0.085786
446nm,0.09363
447nm,0.100874
448nm,0.107519
449nm,0.113211
450nm,0.117514
451nm,0.120534
452nm,0.12125
453nm,0.120091
454nm,0.11689
455nm,0.112344
456nm,0.106951
457nm,0.100734
458nm,0.0943
459nm,0.08771
460nm,0.081525
461nm,0.075816
462nm,0.070514
463nm,0.065198
464nm,0.059931
465nm,0.055396
466nm,0.051598
467nm,0.048601
468nm,0.045827
469nm,0.043301
470nm,0.041297
471nm,0.039717
472nm,0.03859
473nm,0.037559
474nm,0.03664
475nm,0.036087
