Model Name,GS1160
476nm,0.035857
477nm,0.036094
478nm,0.036621
479nm,0.037473
480nm,0.038996
481nm,0.041062
482nm,0.043394
483nm,0.045306
484nm,0.046828
485nm,0.048485
486nm,0.050454
487nm,0.052589
488nm,0.054536
489nm,0.056299
490nm,0.058029
491nm,0.059797
492nm,0.062031
493nm,0.064907
494nm,0.068559
495nm,0.073049
496nm,0.078169
497nm,0.084485
498nm,0.091727
499nm,0.10023
500nm,0.110062
501nm,0.120998
502nm,0.133835
503nm,0.147996
504nm,0.164096
505nm,0.18188
506nm,0.201157
507nm,0.222802
508nm,0.245978
509nm,0.271359
510nm,0.298022
511nm,0.326067
512nm,0.355889
513nm,0.38692
514nm,0.41973
515nm,0.453566
516nm,0.488485
517nm,0.523926
518nm,0.559576
519nm,0.595765
520nm,0.632405
521nm,0.668742
522nm,0.703488
523nm,0.736551
524nm,0.768183
525nm,0.799283
526nm,0.828852
527nm,0.856856
528nm,0.883092
529nm,0.908028
530nm,0.932199
531nm,0.95227
532nm,0.968323
533nm,0.979644
534nm,0.989058
535nm,0.996613
536nm,1
537nm,0.999934
538nm,0.996021
539nm,0.991018
540nm,0.984266
541nm,0.975562
542nm,0.965132
543nm,0.952385
544nm,0.938349
545nm,0.922123
546nm,0.90451
547nm,0.885075
548nm,0.863878
549nm,0.841365
550nm,0.817437
551nm,0.792973
552nm,0.767352
553nm,0.740794
554nm,0.713428
555nm,0.686118
556nm,0.659172
557nm,0.632008
558nm,0.604377
559nm,0.57691
560nm,0.550333
561nm,0.524761
562nm,0.499753
563nm,0.474995
564nm,0.449904
565nm,0.424298
566nm,0.399245
567nm,0.375488
568nm,0.353307
569nm,0.331964
570nm,0.311375
571nm,0.291984
572nm,0.273507
573nm,0.256312
574nm,0.23972
575nm,0.224
576nm,0.208737
577nm,0.194321
578nm,0.181185
579nm,0.169262
580nm,0.158696
581nm,0.148785
582nm,0.139479
583nm,0.130208
584nm,0.121728
585nm,0.114504
586nm,0.108372
587nm,0.102289
588nm,0.095865
589nm,0.090053
590nm,0.085141
591nm,0.081167
592nm,0.077358
593nm,0.073904
594nm,0.070764
595nm,0.068062
596nm,0.065801
597nm,0.063933
598nm,0.062517
599nm,0.06136
600nm,0.06069
601nm,0.0603
602nm,0.061345
603nm,0.063844
604nm,0.06847
605nm,0.074532
606nm,0.082133
607nm,0.091216
608nm,0.101229
609nm,0.111424
610nm,0.121181
611nm,0.130293
612nm,0.139101
613nm,0.144969
614nm,0.147737
615nm,0.145701
616nm,0.14071
617nm,0.133381
618nm,0.125568
619nm,0.118283
620nm,0.111755
621nm,0.10678
622nm,0.106755
623nm,0.111521
624nm,0.123657
625nm,0.139546
626nm,0.16158
627nm,0.186459
628nm,0.215409
629nm,0.246141
630nm,0.273959
631nm,0.29533
632nm,0.307076
633nm,0.311223
634nm,0.307051
635nm,0.293267
636nm,0.270826
637nm,0.239488
638nm,0.204025
639nm,0.168305
640nm,0.135982
641nm,0.109448
642nm,0.086411
643nm,0.070337
644nm,0.058201
645nm,0.053035
646nm,0.051194
647nm,0.05172
648nm,0.051338
649nm,0.04968
650nm,0.047662
651nm,0.045194
652nm,0.042338
653nm,0.038614
654nm,0.033999
655nm,0.028866
656nm,0.023917
657nm,0.019658
658nm,0.015996
659nm,0.013178
660nm,0.011358
661nm,0.010178
662nm,0.009027
663nm,0.007869
664nm,0.007302
665nm,0.007367
666nm,0.00752
667nm,0.007447
668nm,0.007444
669nm,0.00755
670nm,0.007435
671nm,0.006892
672nm,0.005991
673nm,0.005224
674nm,0.00504
675nm,0.005236
676nm,0.005142
677nm,0.004418
678nm,0.00342
679nm,0.002765
680nm,0.002661
681nm,0.002789
682nm,0.002667
683nm,0.002326
684nm,0.002285
685nm,0.002575
686nm,0.00272
687nm,0.002304
688nm,0.001467
689nm,0.000651
690nm,0.000131
691nm,0.000052
692nm,0.000177
693nm,0.000259
694nm,0.000216
695nm,0.000092
696nm,0.00001
697nm,0.000147
698nm,0.000453
699nm,0.001021
700nm,0.001611
701nm,0.001623
702nm,0.001156
703nm,0.000934
704nm,0.001263
705nm,0.001427
706nm,0.001147
707nm,0.0011
708nm,0.001343
709nm,0.001216
710nm,0.000615
711nm,0.000107
712nm,0
713nm,0
714nm,0
715nm,0
716nm,0
717nm,0
718nm,0
719nm,0.000016
720nm,0.000063
721nm,0.000101
722nm,0.000091
723nm,0.000043
724nm,0.000005
725nm,0
726nm,0.000013
727nm,0.000087
728nm,0.000172
729nm,0.000184
730nm,0.000136
731nm,0.00012
732nm,0.000645
733nm,0.001709
734nm,0.002173
735nm,0.001725
736nm,0.000668
737nm,0.000451
738nm,0.001322
739nm,0.001973
740nm,0.001686
741nm,0.000714
742nm,0.000028
743nm,0
744nm,0
745nm,0
746nm,0.000164
747nm,0.000557
748nm,0.001036
749nm,0.00141
750nm,0.001534
751nm,0.001431
752nm,0.001029
753nm,0.000561
754nm,0.000185
755nm,0.000048
756nm,0
757nm,0
758nm,0.000152
759nm,0.000504
760nm,0.000643
761nm,0.00049
762nm,0.000139
763nm,0
764nm,0
765nm,0
766nm,0
767nm,0
768nm,0.000026
769nm,0.00009
770nm,0.000232
771nm,0.000352
772nm,0.000317
773nm,0.000175
774nm,0.000029
775nm,0
776nm,0
777nm,0
778nm,0
779nm,0
780nm,0
