Model Name,GS1160
538nm,0.026227
539nm,0.024536
540nm,0.023336
541nm,0.022302
542nm,0.021305
543nm,0.019935
544nm,0.018162
545nm,0.016302
546nm,0.014891
547nm,0.013842
548nm,0.012672
549nm,0.011237
550nm,0.010009
551nm,0.00917
552nm,0.008566
553nm,0.007734
554nm,0.006876
555nm,0.006554
556nm,0.006834
557nm,0.006868
558nm,0.006249
559nm,0.005253
560nm,0.004637
561nm,0.004375
562nm,0.004157
563nm,0.003874
564nm,0.003602
565nm,0.003386
566nm,0.003029
567nm,0.002432
568nm,0.001851
569nm,0.001739
570nm,0.002056
571nm,0.002203
572nm,0.001918
573nm,0.001485
574nm,0.001261
575nm,0.001165
576nm,0.000964
577nm,0.000696
578nm,0.000526
579nm,0.000516
580nm,0.000751
581nm,0.001145
582nm,0.001529
583nm,0.001736
584nm,0.001608
585nm,0.001189
586nm,0.0006
587nm,0.000169
588nm,0
589nm,0
590nm,0
591nm,0.000061
592nm,0.000192
593nm,0.000311
594nm,0.000314
595nm,0.000215
596nm,0.000122
597nm,0.000078
598nm,0.000057
599nm,0.000031
600nm,0.00001
601nm,0
602nm,0.000037
603nm,0.00012
604nm,0.000195
605nm,0.000186
606nm,0.000103
607nm,0.000028
608nm,0.000014
609nm,0.000092
610nm,0.000233
611nm,0.000382
612nm,0.000489
613nm,0.000585
614nm,0.000714
615nm,0.000741
616nm,0.000574
617nm,0.000334
618nm,0.000274
619nm,0.000387
620nm,0.000415
621nm,0.000263
622nm,0.000088
623nm,0.00002
624nm,0.000025
625nm,0.000019
626nm,0.000007
627nm,0
628nm,0
629nm,0
630nm,0
631nm,0
632nm,0.000048
633nm,0.000187
634nm,0.000432
635nm,0.00076
636nm,0.001017
637nm,0.000947
638nm,0.000614
639nm,0.000468
640nm,0.000716
641nm,0.001018
642nm,0.001035
643nm,0.000821
644nm,0.000627
645nm,0.000441
646nm,0.000242
647nm,0.000128
648nm,0.000127
649nm,0.000172
650nm,0.000147
651nm,0.000067
652nm,0.000012
653nm,0.000167
654nm,0.000587
655nm,0.000952
656nm,0.000896
657nm,0.000477
658nm,0.000111
659nm,0
660nm,0
661nm,0.000016
662nm,0.000065
663nm,0.000206
664nm,0.000494
665nm,0.000806
666nm,0.000946
667nm,0.000827
668nm,0.000535
669nm,0.000254
670nm,0.000069
671nm,0.000023
672nm,0.000103
673nm,0.000229
674nm,0.000361
675nm,0.000417
676nm,0.000341
677nm,0.000185
678nm,0.000049
679nm,0.000031
680nm,0.000132
681nm,0.000233
682nm,0.000235
683nm,0.000135
684nm,0.000033
685nm,0.000088
686nm,0.000332
687nm,0.000541
688nm,0.000505
689nm,0.000262
690nm,0.000052
691nm,0
692nm,0
693nm,0
694nm,0
695nm,0
696nm,0
697nm,0.000218
698nm,0.000651
699nm,0.000852
700nm,0.000634
701nm,0.000201
702nm,0
703nm,0
704nm,0.000116
705nm,0.000557
706nm,0.001045
707nm,0.001157
708nm,0.000798
709nm,0.000327
710nm,0.000415
711nm,0.001077
712nm,0.001485
713nm,0.00117
714nm,0.000425
715nm,0
716nm,0
717nm,0.000009
718nm,0.000047
719nm,0.000653
720nm,0.002383
721nm,0.003951
722nm,0.004161
723nm,0.002864
724nm,0.001414
725nm,0.000687
726nm,0.000339
727nm,0.000569
728nm,0.000915
729nm,0.000943
730nm,0.000557
731nm,0.000123
732nm,0
733nm,0.000001
734nm,0.000022
735nm,0.000155
736nm,0.000665
737nm,0.001158
738nm,0.001138
739nm,0.000975
740nm,0.001292
741nm,0.001566
742nm,0.00132
743nm,0.001087
744nm,0.001339
745nm,0.001378
746nm,0.000779
747nm,0.00014
748nm,0.000469
749nm,0.001261
750nm,0.001945
751nm,0.002358
752nm,0.002909
753nm,0.003161
754nm,0.002703
755nm,0.001916
756nm,0.001462
757nm,0.001143
758nm,0.000634
759nm,0.000265
760nm,0.000204
761nm,0.000156
762nm,0.000044
763nm,0
764nm,0
765nm,0
766nm,0
767nm,0
768nm,0
769nm,0.000001
770nm,0.000039
771nm,0.000085
772nm,0.000093
773nm,0.000404
774nm,0.001066
775nm,0.001296
776nm,0.000947
777nm,0.000239
778nm,0
779nm,0
780nm,0
