Model Name,GS1160
Serial Number,
Time,2016/10/23_02:07:57
Memo,
I-Time,2400
Lv,110.309204
CCT,0
Duv,0.574557
X,215.926895
Y,110.309204
Z,7.769388
x,0.646477
y,0.330262
u',0.456054
v',0.524208
x10,0.639688
y10,0.336464
u'10,0.444367
v'10,0.52589
dx,0.646477
dy,0.330262
du,0.456054
dv,0.524208
LambdaD,611
Purity,0.933283
R1,0
R2,0
R3,0
R4,0
R5,0
R6,0
R7,0
R8,0
R9,0
R10,0
R11,0
R12,0
R13,0
R14,0
R15,0
LambdaP,633
LambdaPValue,17.846926
S,0.303412
380nm,0
381nm,0
382nm,0
383nm,0
384nm,0
385nm,0
386nm,0
387nm,0
388nm,0
389nm,0.000007
390nm,0.000036
391nm,0.000084
392nm,0.000117
393nm,0.000109
394nm,0.00006
395nm,0.00002
396nm,0
397nm,0
398nm,0
399nm,0
400nm,0
401nm,0
402nm,0
403nm,0
404nm,0
405nm,0
406nm,0
407nm,0
408nm,0
409nm,0
410nm,0
411nm,0
412nm,0
413nm,0
414nm,0
415nm,0
416nm,0
417nm,0
418nm,0
419nm,0
420nm,0
421nm,0
422nm,0
423nm,0
424nm,0
425nm,0
426nm,0.000064
427nm,0.00027
428nm,0.00062
429nm,0.000954
430nm,0.001177
431nm,0.001298
432nm,0.001439
433nm,0.00162
434nm,0.001924
435nm,0.002377
436nm,0.002984
437nm,0.003753
438nm,0.004633
439nm,0.005525
440nm,0.006231
441nm,0.00675
442nm,0.007404
443nm,0.008305
444nm,0.009441
445nm,0.010561
446nm,0.011648
447nm,0.012455
448nm,0.012947
449nm,0.013167
450nm,0.013482
451nm,0.01395
452nm,0.014209
453nm,0.014035
454nm,0.013417
455nm,0.012627
456nm,0.011783
457nm,0.010905
458nm,0.010044
459nm,0.009237
460nm,0.00872
461nm,0.008487
462nm,0.008372
463nm,0.008044
464nm,0.007502
465nm,0.00685
466nm,0.00617
467nm,0.005554
468nm,0.005092
469nm,0.004782
470nm,0.004518
471nm,0.004232
472nm,0.003914
473nm,0.003573
474nm,0.003216
475nm,0.002957
476nm,0.002809
477nm,0.002662
478nm,0.002334
479nm,0.001843
480nm,0.001589
481nm,0.001653
482nm,0.001798
483nm,0.001568
484nm,0.00101
485nm,0.000787
486nm,0.001056
487nm,0.001559
488nm,0.001717
489nm,0.001571
490nm,0.001562
491nm,0.001824
492nm,0.002128
493nm,0.002152
494nm,0.00191
495nm,0.001639
496nm,0.00143
497nm,0.001405
498nm,0.00156
499nm,0.001904
500nm,0.002329
501nm,0.00279
502nm,0.003118
503nm,0.00326
504nm,0.003314
505nm,0.003572
506nm,0.004062
507nm,0.004745
508nm,0.005484
509nm,0.006263
510nm,0.007011
511nm,0.007727
512nm,0.008418
513nm,0.009097
514nm,0.009737
515nm,0.010334
516nm,0.010909
517nm,0.011545
518nm,0.012255
519nm,0.012972
520nm,0.013634
521nm,0.014289
522nm,0.015039
523nm,0.015882
524nm,0.016608
525nm,0.017162
526nm,0.017594
527nm,0.018087
528nm,0.018706
529nm,0.01959
530nm,0.02072
531nm,0.021588
532nm,0.021953
533nm,0.021898
534nm,0.021949
535nm,0.022126
536nm,0.022067
537nm,0.021689
538nm,0.021476
539nm,0.021852
540nm,0.022503
541nm,0.0225
542nm,0.021708
543nm,0.020722
544nm,0.020026
545nm,0.019656
546nm,0.01935
547nm,0.019133
548nm,0.019018
549nm,0.018984
550nm,0.018588
551nm,0.017774
552nm,0.016661
553nm,0.015723
554nm,0.015007
555nm,0.014475
556nm,0.014065
557nm,0.013705
558nm,0.013312
559nm,0.012742
560nm,0.011966
561nm,0.01108
562nm,0.010378
563nm,0.009932
564nm,0.009775
565nm,0.009757
566nm,0.009676
567nm,0.009353
568nm,0.008889
569nm,0.008575
570nm,0.008456
571nm,0.0084
572nm,0.008306
573nm,0.008479
574nm,0.008972
575nm,0.010185
576nm,0.012035
577nm,0.014581
578nm,0.017557
579nm,0.020803
580nm,0.024616
581nm,0.028864
582nm,0.033655
583nm,0.038634
584nm,0.044062
585nm,0.04995
586nm,0.056154
587nm,0.062207
588nm,0.06797
589nm,0.073815
590nm,0.079946
591nm,0.08606
592nm,0.091867
593nm,0.097139
594nm,0.102027
595nm,0.1067
596nm,0.111562
597nm,0.116733
598nm,0.122071
599nm,0.127401
600nm,0.134174
601nm,0.1424
602nm,0.153525
603nm,0.166478
604nm,0.183808
605nm,0.20582
606nm,0.23326
607nm,0.265273
608nm,0.299799
609nm,0.334564
610nm,0.367844
611nm,0.399025
612nm,0.429259
613nm,0.45004
614nm,0.460811
615nm,0.456678
616nm,0.443891
617nm,0.423947
618nm,0.401752
619nm,0.380087
620nm,0.359827
621nm,0.343998
622nm,0.343729
623nm,0.358804
624nm,0.396533
625nm,0.44529
626nm,0.514488
627nm,0.594639
628nm,0.689901
629nm,0.791306
630nm,0.882321
631nm,0.950703
632nm,0.98707
633nm,1
634nm,0.987621
635nm,0.94458
636nm,0.873014
637nm,0.772005
638nm,0.657335
639nm,0.542123
640nm,0.438478
641nm,0.353928
642nm,0.280583
643nm,0.229398
644nm,0.190674
645nm,0.17322
646nm,0.165453
647nm,0.166517
648nm,0.16719
649nm,0.164805
650nm,0.15966
651nm,0.150447
652nm,0.138663
653nm,0.124218
654nm,0.108228
655nm,0.092031
656nm,0.076777
657nm,0.064008
658nm,0.053896
659nm,0.0464
660nm,0.040738
661nm,0.036306
662nm,0.033004
663nm,0.030439
664nm,0.028307
665nm,0.026382
666nm,0.02481
667nm,0.023554
668nm,0.022479
669nm,0.021418
670nm,0.020387
671nm,0.019585
672nm,0.019294
673nm,0.019341
674nm,0.019305
675nm,0.018654
676nm,0.01721
677nm,0.015295
678nm,0.013274
679nm,0.011789
680nm,0.011111
681nm,0.010754
682nm,0.01003
683nm,0.008847
684nm,0.007821
685nm,0.007387
686nm,0.007311
687nm,0.007268
688nm,0.007153
689nm,0.006928
690nm,0.006665
691nm,0.006505
692nm,0.006478
693nm,0.006468
694nm,0.006351
695nm,0.006199
696nm,0.00614
697nm,0.006393
698nm,0.006831
699nm,0.006672
700nm,0.005753
701nm,0.004234
702nm,0.003072
703nm,0.002846
704nm,0.003299
705nm,0.004035
706nm,0.004353
707nm,0.004255
708nm,0.00394
709nm,0.003504
710nm,0.003295
711nm,0.003406
712nm,0.003079
713nm,0.001973
714nm,0.000704
715nm,0.000035
716nm,0.00007
717nm,0.00049
718nm,0.002095
719nm,0.003722
720nm,0.00377
721nm,0.00219
722nm,0.000533
723nm,0.000054
724nm,0.000017
725nm,0.00058
726nm,0.001475
727nm,0.0018
728nm,0.00123
729nm,0.000334
730nm,0.0005
731nm,0.001823
732nm,0.002623
733nm,0.002124
734nm,0.0008
735nm,0.000151
736nm,0.000896
737nm,0.001662
738nm,0.001681
739nm,0.001089
740nm,0.000691
741nm,0.001062
742nm,0.001504
743nm,0.001345
744nm,0.000881
745nm,0.000527
746nm,0.000729
747nm,0.001234
748nm,0.001243
749nm,0.000832
750nm,0.000251
751nm,0
752nm,0
753nm,0.000149
754nm,0.000478
755nm,0.000971
756nm,0.001266
757nm,0.001035
758nm,0.000542
759nm,0.000098
760nm,0
761nm,0
762nm,0
763nm,0
764nm,0
765nm,0
766nm,0
767nm,0
768nm,0
769nm,0
770nm,0
771nm,0.000052
772nm,0.000238
773nm,0.000357
774nm,0.000306
775nm,0.000119
776nm,0.000072
777nm,0.000144
778nm,0.000216
779nm,0.000216
780nm,0.000216
