Model Name,GS1160
Serial Number,
Time,2016/10/21_15:23:07
716nm,0.053092
717nm,0.051533
718nm,0.050463
719nm,0.049537
720nm,0.048622
721nm,0.047251
722nm,0.045316
723nm,0.043394
724nm,0.041891
725nm,0.039761
726nm,0.036826
727nm,0.034274
728nm,0.033508
729nm,0.034472
730nm,0.035176
731nm,0.034964
732nm,0.033217
733nm,0.030583
734nm,0.027645
735nm,0.025081
736nm,0.02395
737nm,0.024101
738nm,0.025159
739nm,0.02502
740nm,0.023277
741nm,0.020774
742nm,0.018874
743nm,0.018821
744nm,0.019374
745nm,0.019773
746nm,0.019476
747nm,0.019022
748nm,0.017864
749nm,0.016405
750nm,0.016489
751nm,0.017649
752nm,0.017908
753nm,0.016933
754nm,0.016399
755nm,0.016093
756nm,0.01517
757nm,0.014568
758nm,0.015314
759nm,0.016414
760nm,0.015667
761nm,0.013945
762nm,0.012179
763nm,0.01142
764nm,0.011262
765nm,0.011252
766nm,0.011461
767nm,0.011921
768nm,0.011632
769nm,0.010263
770nm,0.008484
771nm,0.00745
772nm,0.008138
773nm,0.009012
774nm,0.009456
775nm,0.009412
776nm,0.009906
777nm,0.010683
778nm,0.011153
779nm,0.011153
780nm,0.011153
