Model Name,GS1160
Serial Number,
Time,2016/10/23_02:25:20
Memo,
I-Time,3800
Lv,245.193634
CCT,7274
Duv,0.004233
X,231.279572
Y,245.193634
Z,290.952393
x,0.301371
y,0.319502
u',0.193457
v',0.461465
x10,0.305963
y10,0.314597
u'10,0.198573
v'10,0.459397
dx,-0.001592
dy,0.006463
du,-0.003575
dv,0.003399
LambdaD,486
Purity,0.11878
R1,86.840004
R2,78.593529
R3,65.659973
R4,78.405281
R5,83.73423
R6,70.773399
R7,81.588646
R8,84.857315
R9,59.529221
R10,44.197842
R11,78.870857
R12,44.412598
R13,83.507996
R14,81.365646
R15,88.619026
LambdaP,447
LambdaPValue,10.14003
S,2.192036
380nm,0
381nm,0
382nm,0
383nm,0
384nm,0
385nm,0
386nm,0
387nm,0
388nm,0
389nm,0
390nm,0
391nm,0
392nm,0
393nm,0
394nm,0
395nm,0
396nm,0
397nm,0
398nm,0
399nm,0
400nm,0
401nm,0
402nm,0.000001
403nm,0.000015
404nm,0.000043
405nm,0.000148
406nm,0.000403
407nm,0.000806
408nm,0.001293
409nm,0.00178
410nm,0.002374
411nm,0.003605
412nm,0.005473
413nm,0.007711
414nm,0.009654
415nm,0.011301
416nm,0.013758
417nm,0.017255
418nm,0.022052
419nm,0.027849
420nm,0.034555
421nm,0.042803
422nm,0.052387
423nm,0.063363
424nm,0.075762
425nm,0.089143
426nm,0.104337
427nm,0.121517
428nm,0.140682
429nm,0.163406
430nm,0.189057
431nm,0.218334
432nm,0.251003
433nm,0.286598
434nm,0.327585
435nm,0.373505
436nm,0.424625
437nm,0.482236
438nm,0.544573
439nm,0.611884
440nm,0.680248
441nm,0.749666
442nm,0.815117
443nm,0.875733
444nm,0.927009
445nm,0.965943
446nm,0.992867
447nm,1
448nm,0.992211
449nm,0.966714
450nm,0.928481
451nm,0.880148
452nm,0.821921
453nm,0.760169
454nm,0.695529
455nm,0.633204
456nm,0.574135
457nm,0.520742
458nm,0.471969
459nm,0.428346
460nm,0.390325
461nm,0.356341
462nm,0.327072
463nm,0.2998
464nm,0.274643
465nm,0.251637
466nm,0.229998
467nm,0.210263
468nm,0.191676
469nm,0.174313
470nm,0.158706
471nm,0.14436
472nm,0.132204
473nm,0.121861
474nm,0.113384
475nm,0.106736
476nm,0.101108
477nm,0.096753
478nm,0.092946
479nm,0.089717
480nm,0.087177
481nm,0.085084
482nm,0.083508
483nm,0.082105
484nm,0.080965
485nm,0.080852
486nm,0.081693
487nm,0.08341
488nm,0.085146
489nm,0.087075
490nm,0.090207
491nm,0.094536
492nm,0.100004
493nm,0.105644
494nm,0.111646
495nm,0.118598
496nm,0.126445
497nm,0.135494
498nm,0.145206
499nm,0.155658
500nm,0.166535
501nm,0.177675
502nm,0.189324
503nm,0.201354
504nm,0.213851
505nm,0.226605
506nm,0.239563
507nm,0.252301
508nm,0.264692
509nm,0.277041
510nm,0.289945
511nm,0.303367
512nm,0.316639
513nm,0.329501
514nm,0.341756
515nm,0.353657
516nm,0.365164
517nm,0.376425
518nm,0.387548
519nm,0.397853
520nm,0.407326
521nm,0.415764
522nm,0.42364
523nm,0.431033
524nm,0.437529
525nm,0.44337
526nm,0.448313
527nm,0.452829
528nm,0.456912
529nm,0.460828
530nm,0.464722
531nm,0.467988
532nm,0.470562
533nm,0.472313
534nm,0.473727
535nm,0.474846
536nm,0.475524
537nm,0.47589
538nm,0.475802
539nm,0.475477
540nm,0.474758
541nm,0.473586
542nm,0.471993
543nm,0.469404
544nm,0.46606
545nm,0.462259
546nm,0.458862
547nm,0.455726
548nm,0.452285
549nm,0.448406
550nm,0.444705
551nm,0.441478
552nm,0.438209
553nm,0.434168
554nm,0.429186
555nm,0.423456
556nm,0.417245
557nm,0.411079
558nm,0.405281
559nm,0.399418
560nm,0.392944
561nm,0.385819
562nm,0.378405
563nm,0.370846
564nm,0.362773
565nm,0.354252
566nm,0.345494
567nm,0.336956
568nm,0.328703
569nm,0.320628
570nm,0.312653
571nm,0.304587
572nm,0.296366
573nm,0.288096
574nm,0.279908
575nm,0.271996
576nm,0.264387
577nm,0.257456
578nm,0.251627
579nm,0.246743
580nm,0.242033
581nm,0.236882
582nm,0.232248
583nm,0.228673
584nm,0.226614
585nm,0.225459
586nm,0.225245
587nm,0.225853
