Model Name,GS1160
590nm,0.346615
591nm,0.389511
592nm,0.432818
593nm,0.477131
594nm,0.522399
595nm,0.568305
596nm,0.613895
597nm,0.658585
598nm,0.701651
599nm,0.743451
600nm,0.781687
601nm,0.817354
602nm,0.848701
603nm,0.877838
604nm,0.903387
605nm,0.926151
606nm,0.945514
607nm,0.961234
608nm,0.973966
609nm,0.983681
610nm,0.991939
611nm,0.997011
612nm,1
613nm,0.99945
614nm,0.99712
615nm,0.992873
616nm,0.98816
617nm,0.982656
618nm,0.975954
619nm,0.96806
620nm,0.959457
621nm,0.95037
622nm,0.939624
623nm,0.927313
624nm,0.913596
625nm,0.899707
626nm,0.885641
627nm,0.871559
628nm,0.858038
629nm,0.845245
630nm,0.833175
631nm,0.821249
632nm,0.808624
633nm,0.794716
634nm,0.780142
635nm,0.766421
636nm,0.754255
637nm,0.74327
638nm,0.732696
639nm,0.72267
640nm,0.712916
641nm,0.703075
642nm,0.692894
643nm,0.682005
644nm,0.670702
645nm,0.658527
646nm,0.645853
647nm,0.632874
648nm,0.62009
649nm,0.607424
650nm,0.594654
651nm,0.582244
652nm,0.570497
653nm,0.559263
654nm,0.547951
655nm,0.536435
656nm,0.524931
657nm,0.513836
658nm,0.50332
659nm,0.492756
660nm,0.481298
661nm,0.46921
662nm,0.457614
663nm,0.447254
664nm,0.437865
665nm,0.428499
666nm,0.418413
667nm,0.407685
668nm,0.397169
669nm,0.387429
670nm,0.378186
671nm,0.369083
672nm,0.360218
673nm,0.351379
674nm,0.342227
675nm,0.332974
676nm,0.324255
677nm,0.316545
678nm,0.309797
679nm,0.303109
680nm,0.295738
681nm,0.287492
682nm,0.278907
683nm,0.270687
684nm,0.262904
685nm,0.255899
686nm,0.249833
687nm,0.24458
688nm,0.239726
689nm,0.234273
690nm,0.22785
691nm,0.220856
692nm,0.214112
693nm,0.208285
694nm,0.203044
695nm,0.197734
696nm,0.191945
697nm,0.186417
698nm,0.18167
699nm,0.177269
700nm,0.172502
701nm,0.168087
702nm,0.164375
703nm,0.160732
704nm,0.156113
705nm,0.150134
706nm,0.144089
707nm,0.139145
708nm,0.13559
709nm,0.132473
710nm,0.128624
711nm,0.124191
712nm,0.119851
713nm,0.115969
714nm,0.111694
715nm,0.106663
716nm,0.101544
717nm,0.097487
718nm,0.094743
719nm,0.092403
720nm,0.090086
721nm,0.086647
722nm,0.081876
723nm,0.076614
724nm,0.071763
725nm,0.069052
726nm,0.067562
727nm,0.066101
728nm,0.063364
729nm,0.059679
730nm,0.056319
731nm,0.053403
732nm,0.051343
733nm,0.049979
734nm,0.048319
735nm,0.046119
736nm,0.043954
737nm,0.042484
738nm,0.04129
739nm,0.039599
740nm,0.037549
741nm,0.037148
742nm,0.03816
743nm,0.038937
744nm,0.038092
745nm,0.036479
746nm,0.035981
747nm,0.03625
748nm,0.036094
749nm,0.035363
750nm,0.034123
751nm,0.033189
752nm,0.032629
753nm,0.032217
754nm,0.031823
755nm,0.03145
756nm,0.030764
757nm,0.029177
758nm,0.027592
759nm,0.026806
760nm,0.026822
761nm,0.026778
762nm,0.026577
763nm,0.026347
764nm,0.025713
765nm,0.024638
766nm,0.023582
767nm,0.02276
768nm,0.022173
769nm,0.02191
770nm,0.021015
771nm,0.019624
772nm,0.01826
773nm,0.017883
774nm,0.017971
775nm,0.016819
776nm,0.015182
777nm,0.01361
778nm,0.013201
779nm,0.013201
780nm,0.013201
