Model Name, AS72625x
Serial Number, 
Time, 2019-02-03_14:51:02
DUT, Monoprice 4K
Temperature, 32767
X, 358.770506
Y, 359.609515
Z, 496.350388
x, 0.295350
y, 0.296041
410nm,7.427717
435nm,113.943512
460nm,161.062561
485nm,39.669910
510nm,78.300850
535nm,128.077026
560nm,71.148048
585nm,47.562885
610nm,137.928635
645nm,36.078373
680nm,42.871635
705nm,9.133763
730nm,10.921000
760nm,6.903287
810nm,7.167040
860nm,5.568255
900nm,1.819025
940nm,1.810236
