Model Name, AS72625x
Serial Number, 
Time, 2019-02-03_14:50:35
DUT, Monoprice 4K
Temperature, 32767
X, 153.731518
Y, 80.784709
Z, 12.687969
x, 0.621881
y, 0.326793
410nm,1.856929
435nm,2.921628
460nm,3.520493
485nm,1.935118
510nm,2.372753
535nm,2.134617
560nm,1.535569
585nm,6.003082
610nm,129.459335
645nm,34.559284
680nm,40.922924
705nm,8.431166
730nm,10.010917
760nm,6.040377
810nm,6.271160
860nm,4.454604
900nm,0.606342
940nm,0.905118
