Model Name, AS72625x
Serial Number, 
Time, 2019-02-03_14:50:47
DUT, Monoprice 4K
Temperature, 32767
X, 125.932522
Y, 252.322336
Z, 44.988043
x, 0.297542
y, 0.596164
410nm,1.856929
435nm,5.843257
460nm,7.921110
485nm,13.545823
510nm,60.900661
535nm,120.250099
560nm,69.100616
585nm,42.945129
610nm,9.679202
645nm,0.759545
680nm,0.974355
705nm,0.702597
730nm,0.000000
760nm,0.862911
810nm,1.791760
860nm,2.227302
900nm,0.606342
940nm,0.905118
