Model Name,GS1160
471nm,0.246335
472nm,0.227126
473nm,0.208916
474nm,0.191766
475nm,0.176225
476nm,0.161849
477nm,0.149334
478nm,0.138184
479nm,0.128453
480nm,0.12021
481nm,0.112849
482nm,0.106765
483nm,0.101467
484nm,0.097
485nm,0.093342
486nm,0.090162
487nm,0.087742
488nm,0.085853
489nm,0.084547
490nm,0.083811
491nm,0.08344
492nm,0.083996
493nm,0.08546
494nm,0.087886
495nm,0.090861
496nm,0.094093
497nm,0.097759
498nm,0.101736
499nm,0.106142
500nm,0.111023
501nm,0.116301
502nm,0.121993
503nm,0.127845
504nm,0.133751
505nm,0.139429
506nm,0.144854
507nm,0.150232
508nm,0.155714
509nm,0.161081
510nm,0.166044
511nm,0.170563
512nm,0.174563
513nm,0.17823
514nm,0.181332
515nm,0.184041
516nm,0.186192
517nm,0.187615
518nm,0.188431
519nm,0.188657
520nm,0.188709
521nm,0.188328
522nm,0.18736
523nm,0.185814
524nm,0.183712
525nm,0.181362
526nm,0.178703
527nm,0.175934
528nm,0.172974
529nm,0.169673
530nm,0.16607
531nm,0.162188
532nm,0.15824
533nm,0.154089
534nm,0.149653
535nm,0.144949
536nm,0.140174
537nm,0.135467
538nm,0.130765
539nm,0.12599
540nm,0.121105
541nm,0.116103
542nm,0.111008
543nm,0.106006
544nm,0.101158
545nm,0.09623
546nm,0.090967
547nm,0.085465
548nm,0.080151
549nm,0.075132
550nm,0.070425
551nm,0.065834
552nm,0.06137
553nm,0.056927
554nm,0.052748
555nm,0.049308
556nm,0.046596
557nm,0.044035
558nm,0.04114
559nm,0.038074
560nm,0.035235
561nm,0.032629
562nm,0.030105
563nm,0.027604
564nm,0.025215
565nm,0.022929
566nm,0.02123
567nm,0.020157
568nm,0.019423
569nm,0.018242
570nm,0.016606
571nm,0.015273
572nm,0.014537
573nm,0.013741
574nm,0.012372
575nm,0.010924
576nm,0.010192
577nm,0.010043
578nm,0.009694
579nm,0.008907
580nm,0.008051
581nm,0.007414
582nm,0.007005
583nm,0.006637
584nm,0.006297
585nm,0.005943
586nm,0.005638
587nm,0.005521
588nm,0.005559
589nm,0.005376
590nm,0.004847
591nm,0.00418
592nm,0.003701
593nm,0.003581
594nm,0.003744
595nm,0.004053
596nm,0.004185
597nm,0.00408
598nm,0.003961
599nm,0.003979
600nm,0.003795
601nm,0.0033
602nm,0.002615
603nm,0.002084
604nm,0.001911
605nm,0.002113
606nm,0.002396
607nm,0.002161
608nm,0.001416
609nm,0.000986
610nm,0.001252
611nm,0.001601
612nm,0.001473
613nm,0.001385
614nm,0.001889
615nm,0.002603
616nm,0.002844
617nm,0.002632
618nm,0.00245
619nm,0.002424
620nm,0.002352
621nm,0.002143
622nm,0.001886
623nm,0.001697
624nm,0.001927
625nm,0.002538
626nm,0.003057
627nm,0.003086
628nm,0.002597
629nm,0.002035
630nm,0.001679
631nm,0.00168
632nm,0.001978
633nm,0.002276
634nm,0.002319
635nm,0.001995
636nm,0.001632
637nm,0.001954
638nm,0.002922
639nm,0.003451
640nm,0.00304
641nm,0.002631
642nm,0.00303
643nm,0.003849
644nm,0.004363
645nm,0.004389
646nm,0.004212
647nm,0.004135
648nm,0.004396
649nm,0.004757
650nm,0.004846
651nm,0.004698
652nm,0.004598
653nm,0.004358
654nm,0.003764
655nm,0.003131
656nm,0.002941
657nm,0.003368
658nm,0.004097
659nm,0.004663
660nm,0.004803
661nm,0.004554
662nm,0.004226
663nm,0.004027
664nm,0.003868
665nm,0.003747
666nm,0.003775
667nm,0.003955
668nm,0.004199
669nm,0.004285
670nm,0.004051
671nm,0.003772
672nm,0.003951
673nm,0.004476
674nm,0.004671
675nm,0.004273
676nm,0.003735
677nm,0.003468
678nm,0.003349
679nm,0.003352
680nm,0.003641
681nm,0.003807
682nm,0.003271
683nm,0.002393
684nm,0.002073
685nm,0.002505
686nm,0.002977
687nm,0.002828
688nm,0.00219
689nm,0.001743
690nm,0.001914
691nm,0.002785
692nm,0.003854
693nm,0.004202
694nm,0.003689
695nm,0.002492
696nm,0.001309
697nm,0.000952
698nm,0.001276
699nm,0.001755
700nm,0.001812
701nm,0.001792
702nm,0.002129
703nm,0.00256
704nm,0.002615
705nm,0.002163
706nm,0.00156
707nm,0.001084
708nm,0.00101
709nm,0.001243
710nm,0.001508
711nm,0.001687
712nm,0.001455
713nm,0.000881
714nm,0.000373
715nm,0.000178
716nm,0.000221
717nm,0.000155
718nm,0.000045
719nm,0
720nm,0
721nm,0.000077
722nm,0.00027
723nm,0.000385
724nm,0.000309
725nm,0.000115
726nm,0
727nm,0
728nm,0
729nm,0
730nm,0
731nm,0
732nm,0.000686
733nm,0.00216
734nm,0.00279
735nm,0.002104
736nm,0.00063
737nm,0.000471
738nm,0.001918
739nm,0.002941
740nm,0.002513
741nm,0.001084
742nm,0.000093
743nm,0.000062
744nm,0.000042
745nm,0.000011
746nm,0.000492
747nm,0.001668
748nm,0.002177
749nm,0.001685
750nm,0.000509
751nm,0.000105
752nm,0.000404
753nm,0.000577
754nm,0.000472
755nm,0.000173
756nm,0
757nm,0
758nm,0.000556
759nm,0.001837
760nm,0.002343
761nm,0.001968
762nm,0.001386
763nm,0.0014
764nm,0.001219
765nm,0.00052
766nm,0
767nm,0
768nm,0.000136
769nm,0.000461
770nm,0.000585
771nm,0.000448
772nm,0.000124
773nm,0
774nm,0
775nm,0
776nm,0.000073
777nm,0.000145
778nm,0.000218
779nm,0.000218
780nm,0.000218
