Model Name,GS1160
Serial Number,
Time,2016/10/23_02:06:31
Memo,
I-Time,6000
Lv,105.847496
CCT,8364
Duv,0.004374
X,99.846703
Y,105.847496
Z,138.90918
x,0.289744
y,0.307157
u',0.189797
v',0.452708
x10,0.291656
y10,0.313511
u'10,0.188811
v'10,0.456656
dx,-0.00218
dy,0.005936
du,-0.003825
dv,0.003184
LambdaD,484
Purity,0.16992
R1,95.846863
R2,97.609642
R3,71.954819
R4,93.607735
R5,94.266228
R6,89.911537
R7,99.055237
R8,95.412582
R9,77.784996
R10,77.773918
R11,77.023361
R12,75.101089
R13,91.81749
R14,80.395996
R15,89.447685
LambdaP,545
LambdaPValue,6.237914
S,2.646042
380nm,0
381nm,0
382nm,0
383nm,0
384nm,0
385nm,0
386nm,0
387nm,0
388nm,0
389nm,0
390nm,0
391nm,0
392nm,0
393nm,0
394nm,0
395nm,0
396nm,0
397nm,0.000179
398nm,0.000821
399nm,0.001928
400nm,0.003764
401nm,0.006203
402nm,0.009192
403nm,0.011713
404nm,0.013607
405nm,0.01494
406nm,0.016302
407nm,0.017693
408nm,0.019139
409nm,0.020633
410nm,0.022259
411nm,0.024384
412nm,0.026998
413nm,0.030232
414nm,0.033864
415nm,0.037895
416nm,0.043015
417nm,0.049131
418nm,0.056477
419nm,0.064728
420nm,0.073796
421nm,0.083682
422nm,0.093924
423nm,0.104551
424nm,0.115837
425nm,0.127667
426nm,0.140458
427nm,0.154256
428nm,0.169061
429nm,0.190529
430nm,0.219259
431nm,0.255511
432nm,0.294001
433nm,0.333574
434nm,0.36851
435nm,0.394942
436nm,0.412695
437nm,0.424315
438nm,0.432844
439nm,0.43417
440nm,0.426777
441nm,0.410666
442nm,0.392648
443nm,0.377339
444nm,0.366995
445nm,0.362849
446nm,0.364718
447nm,0.369714
448nm,0.373947
449nm,0.377154
450nm,0.379281
451nm,0.380464
452nm,0.380358
453nm,0.379429
454nm,0.3775
455nm,0.374445
456nm,0.370482
457nm,0.365557
458nm,0.360283
459nm,0.35461
460nm,0.348437
461nm,0.341884
462nm,0.335144
463nm,0.32864
464nm,0.322381
465nm,0.316309
466nm,0.31033
467nm,0.30472
468nm,0.299604
469nm,0.295014
470nm,0.29114
471nm,0.287772
472nm,0.285399
473nm,0.283966
474nm,0.283521
475nm,0.284401
476nm,0.286189
477nm,0.290011
478nm,0.295946
479nm,0.304202
480nm,0.31664
481nm,0.33232
482nm,0.351746
483nm,0.372404
484nm,0.394233
485nm,0.41596
486nm,0.437065
487nm,0.455143
488nm,0.469232
489nm,0.478407
490nm,0.479658
491nm,0.474514
492nm,0.460737
493nm,0.442291
494nm,0.419134
