Model Name,GS1160
516nm,0.062431
517nm,0.059343
518nm,0.056343
519nm,0.053829
520nm,0.051802
521nm,0.050215
522nm,0.048586
523nm,0.046887
524nm,0.045812
525nm,0.045418
526nm,0.046069
527nm,0.047327
528nm,0.049513
529nm,0.053112
530nm,0.057916
531nm,0.066704
532nm,0.079014
533nm,0.099091
534nm,0.128078
535nm,0.167244
536nm,0.224168
537nm,0.294606
538nm,0.384859
539nm,0.485694
540nm,0.595759
541nm,0.704961
542nm,0.810178
543nm,0.896476
544nm,0.96596
545nm,0.998339
546nm,1
547nm,0.96382
548nm,0.896232
549nm,0.807135
550nm,0.700192
551nm,0.589767
552nm,0.481062
553nm,0.380189
554nm,0.292347
555nm,0.222563
556nm,0.168283
557nm,0.130543
558nm,0.099111
559nm,0.076609
560nm,0.057987
561nm,0.044332
562nm,0.034623
563nm,0.027779
564nm,0.0236
565nm,0.020392
566nm,0.018601
567nm,0.017483
568nm,0.017547
569nm,0.018777
570nm,0.021413
571nm,0.0264
572nm,0.033221
573nm,0.041656
574nm,0.050266
575nm,0.059953
576nm,0.071041
577nm,0.083316
578nm,0.095551
579nm,0.107118
580nm,0.11713
581nm,0.125912
582nm,0.132197
583nm,0.136838
584nm,0.138679
585nm,0.138376
586nm,0.135685
587nm,0.130904
588nm,0.124664
589nm,0.116523
590nm,0.107338
591nm,0.097102
592nm,0.086721
593nm,0.076378
594nm,0.066298
595nm,0.056859
596nm,0.048358
597nm,0.040857
598nm,0.034596
599nm,0.029094
600nm,0.025442
601nm,0.023041
602nm,0.022324
603nm,0.022155
604nm,0.023402
605nm,0.02623
606nm,0.030571
607nm,0.035621
608nm,0.040865
609nm,0.04658
610nm,0.05266
611nm,0.057686
612nm,0.061338
613nm,0.062103
614nm,0.061043
615nm,0.057586
616nm,0.053018
617nm,0.04753
618nm,0.041624
619nm,0.035611
620nm,0.029649
621nm,0.024122
622nm,0.020174
623nm,0.017729
624nm,0.016537
625nm,0.015407
626nm,0.014099
627nm,0.012534
628nm,0.010857
629nm,0.009347
630nm,0.008198
631nm,0.007356
632nm,0.006711
633nm,0.006029
634nm,0.005223
635nm,0.004364
636nm,0.003493
637nm,0.002574
638nm,0.001647
639nm,0.000892
640nm,0.00036
641nm,0.000145
642nm,0.000085
643nm,0.000225
644nm,0.00043
645nm,0.000561
646nm,0.000547
647nm,0.000415
648nm,0.000303
649nm,0.000373
650nm,0.000638
651nm,0.000831
652nm,0.0007
653nm,0.000362
654nm,0.000162
655nm,0.000228
656nm,0.000417
657nm,0.000532
658nm,0.000458
659nm,0.000242
660nm,0.000059
661nm,0
662nm,0
663nm,0.000066
664nm,0.000278
665nm,0.000508
666nm,0.000526
667nm,0.00044
668nm,0.000632
669nm,0.001104
670nm,0.001432
671nm,0.001466
672nm,0.00153
673nm,0.001745
674nm,0.001836
675nm,0.001594
676nm,0.001063
677nm,0.000515
678nm,0.000137
679nm,0.000015
680nm,0.000063
681nm,0.000124
682nm,0.000162
683nm,0.000151
684nm,0.000101
685nm,0.000351
686nm,0.001156
687nm,0.001899
688nm,0.001865
689nm,0.00135
690nm,0.001255
691nm,0.002165
692nm,0.003606
693nm,0.004366
694nm,0.004011
695nm,0.003751
696nm,0.004724
697nm,0.005799
698nm,0.005652
699nm,0.005043
700nm,0.005307
701nm,0.006223
702nm,0.00679
703nm,0.006924
704nm,0.007017
705nm,0.007349
706nm,0.0083
707nm,0.010022
708nm,0.01168
709nm,0.012622
710nm,0.011907
711nm,0.00989
712nm,0.007722
713nm,0.006179
714nm,0.005662
715nm,0.0053
716nm,0.00436
717nm,0.002949
718nm,0.001742
719nm,0.001202
720nm,0.000896
721nm,0.000443
722nm,0.00009
723nm,0
724nm,0
725nm,0
726nm,0
727nm,0
728nm,0
729nm,0
730nm,0.000081
731nm,0.000295
732nm,0.001147
733nm,0.002628
734nm,0.003449
735nm,0.003432
736nm,0.003471
737nm,0.004493
738nm,0.005835
739nm,0.00629
740nm,0.006075
741nm,0.006519
742nm,0.007746
743nm,0.009221
744nm,0.010819
745nm,0.013684
746nm,0.018129
747nm,0.023162
748nm,0.028305
749nm,0.033346
750nm,0.036883
751nm,0.03828
752nm,0.037987
753nm,0.036823
754nm,0.034951
755nm,0.034152
756nm,0.03561
757nm,0.039928
758nm,0.046846
759nm,0.056395
760nm,0.066141
761nm,0.075386
762nm,0.085027
763nm,0.094693
764nm,0.102592
765nm,0.106211
766nm,0.106817
767nm,0.103774
768nm,0.098063
769nm,0.090503
770nm,0.083436
771nm,0.076727
772nm,0.069996
773nm,0.063572
774nm,0.058102
775nm,0.054396
776nm,0.050187
777nm,0.047214
778nm,0.04509
779nm,0.04509
780nm,0.04509
