Model Name, AS7265x
Time, 2019-02-11_19:40:15
DUT, iPhone 7s
Temperature, 32767
X, 170.390383
Y, 73.867887
Z, 915.765751
x, 0.146885
y, 0.063678
410nm,3.713858
435nm,142.185928
460nm,381.093384
485nm,69.664230
510nm,29.263954
535nm,17.788475
560nm,4.606708
585nm,1.385327
610nm,0.000000
645nm,0.759545
680nm,0.000000
705nm,0.351299
730nm,0.000000
760nm,0.000000
810nm,0.895880
860nm,1.113651
900nm,0.606342
940nm,0.905118
