Model Name, AS7265x
Time, 2019-02-11_19:39:36
DUT, iPhone 7s
Temperature, 32764
X, 272.298986
Y, 517.435881
Z, 116.948199
x, 0.300324
y, 0.570691
410nm,2.785394
435nm,15.582019
460nm,33.444687
485nm,19.351175
510nm,90.164619
535nm,283.192535
560nm,140.760513
585nm,44.792229
610nm,53.235611
645nm,28.862698
680nm,2.923066
705nm,1.756493
730nm,0.910083
760nm,0.862911
810nm,3.583520
860nm,2.227302
900nm,1.819025
940nm,1.810236
