Model Name,AS7265x
Time,2019-02-12_22:37:22
DUT,x220_ips
Temperature, 32764
Gain,3.700000
Integration Time,700.000000
X, 112.428048
Y, 62.618808
Z, 13.816410
x, 0.595288
y, 0.331556
410nm,0.928465
435nm,2.921628
460nm,4.400617
485nm,1.935118
510nm,1.581835
535nm,1.423078
560nm,1.023713
585nm,15.238594
610nm,87.112816
645nm,16.709982
680nm,16.564041
705nm,3.512986
730nm,4.550417
760nm,3.451644
810nm,3.583520
860nm,3.340953
900nm,0.606342
940nm,0.905118
