Model Name,AS7265x
Time,2019-02-12_22:40:15
DUT,x220_ips
Temperature, 32766
Gain,16.000000
Integration Time,700.000000
X, 491.876168
Y, 274.452557
Z, 62.413740
x, 0.593521
y, 0.331167
410nm,5.570787
435nm,11.686514
460nm,21.122959
485nm,8.708029
510nm,7.909177
535nm,6.403852
560nm,4.606708
585nm,66.033905
610nm,381.118591
645nm,73.675835
680nm,73.076653
705nm,15.457137
730nm,20.931917
760nm,12.943664
810nm,17.021721
860nm,12.250161
900nm,2.425367
940nm,2.715354
