Model Name,AS7265x
Time,2019-02-12_22:40:39
DUT,x220_ips
Temperature, 32765
Gain,64.000000
Integration Time,700.000000
X, 1851.982830
Y, 1035.563904
Z, 234.078324
x, 0.593275
y, 0.331739
410nm,20.426222
435nm,43.824429
460nm,79.211098
485nm,32.896999
510nm,29.263954
535nm,24.903866
560nm,17.914976
585nm,252.591232
610nm,1431.312012
645nm,275.714722
680nm,275.742554
705nm,60.423355
730nm,79.177254
760nm,49.185925
810nm,63.607483
860nm,45.659691
900nm,9.701468
940nm,10.861415
