Model Name,AS7265x
Time,2019-02-12_22:53:13
DUT,x220_ips
Temperature, 32766
Gain,3.700000
Integration Time,700.000000
X, 74.555139
Y, 59.605880
Z, 319.332536
x, 0.164402
y, 0.131437
410nm,0.928465
435nm,26.294657
460nm,143.460098
485nm,53.215733
510nm,22.936613
535nm,18.500015
560nm,5.630421
585nm,2.770653
610nm,9.679202
645nm,2.278634
680nm,1.948711
705nm,0.702597
730nm,0.910083
760nm,0.862911
810nm,1.791760
860nm,1.113651
900nm,0.606342
940nm,0.000000
