Model Name,AS7265x
Time,2019-02-12_22:47:42
DUT,x220_ips
Temperature, 32764
Gain,3.700000
Integration Time,700.000000
X, 95.570204
Y, 157.722314
Z, 44.054556
x, 0.321410
y, 0.530432
410nm,0.928465
435nm,2.921628
460nm,10.561480
485nm,24.188971
510nm,28.473038
535nm,61.903896
560nm,47.602650
585nm,33.247841
610nm,14.518804
645nm,1.139317
680nm,0.974355
705nm,1.053896
730nm,0.910083
760nm,0.862911
810nm,1.791760
860nm,1.113651
900nm,0.606342
940nm,0.905118
