Model Name,AS7265x
Time,2019-02-12_22:56:02
DUT,x220_ips
Temperature, 32766
Gain,3.700000
Integration Time,700.000000
X, 268.625401
Y, 273.409918
Z, 372.235786
x, 0.293814
y, 0.299047
410nm,3.713858
435nm,32.137913
460nm,154.901703
485nm,80.307381
510nm,53.782402
535nm,81.826988
560nm,54.256783
585nm,49.871761
610nm,100.421722
645nm,18.229073
680nm,18.512751
705nm,4.918180
730nm,5.460500
760nm,4.314555
810nm,5.375280
860nm,3.340953
900nm,1.212683
940nm,1.810236
