Model Name,AS7265x
Time,2019-02-12_22:53:29
DUT,x220_ips
Temperature, 32764
Gain,16.000000
Integration Time,700.000000
X, 317.857973
Y, 260.154093
Z, 1355.987659
x, 0.164353
y, 0.134516
410nm,5.570787
435nm,114.917389
460nm,603.764587
485nm,230.278992
510nm,101.237465
535nm,83.250069
560nm,24.057253
585nm,12.006165
610nm,41.136608
645nm,9.494308
680nm,9.743553
705nm,2.810389
730nm,2.730250
760nm,1.725822
810nm,6.271160
860nm,4.454604
900nm,1.819025
940nm,1.810236
