Model Name,AS7265x
Time,2019-02-12_22:56:15
DUT,x220_ips
Temperature, 32767
Gain,16.000000
Integration Time,700.000000
X, 1178.504495
Y, 1192.926195
Z, 1620.140739
x, 0.295248
y, 0.298861
410nm,15.783898
435nm,136.342667
460nm,677.694946
485nm,349.288727
510nm,235.693466
535nm,352.211823
560nm,235.965820
585nm,218.881622
610nm,445.243286
645nm,80.891510
680nm,79.897141
705nm,20.726616
730nm,24.572250
760nm,17.258219
810nm,22.397001
860nm,14.477464
900nm,6.063417
940nm,7.240943
