Model Name,AS7265x
Time,2019-02-12_22:48:54
DUT,x220_ips
Temperature, 32767
Gain,16.000000
Integration Time,700.000000
X, 420.599291
Y, 691.159990
Z, 190.754866
x, 0.322913
y, 0.530635
410nm,5.570787
435nm,12.660390
460nm,45.766411
485nm,103.528793
510nm,124.964996
535nm,270.384827
560nm,208.325577
585nm,146.382858
610nm,65.334618
645nm,4.937040
680nm,5.846132
705nm,3.864284
730nm,3.640333
760nm,4.314555
810nm,8.062921
860nm,5.568255
900nm,3.031709
940nm,2.715354
