Model Name,AS7265x
Time,2019-02-12_22:55:47
DUT,x220_ips
Temperature, 32766
Gain,1.000000
Integration Time,700.000000
X, 73.147275
Y, 74.044269
Z, 99.576897
x, 0.296421
y, 0.300056
410nm,0.928465
435nm,8.764886
460nm,41.365795
485nm,21.286293
510nm,14.236519
535nm,22.057711
560nm,14.843837
585nm,13.391492
610nm,27.827705
645nm,4.937040
680nm,4.871777
705nm,1.405194
730nm,1.820167
760nm,0.862911
810nm,0.895880
860nm,1.113651
900nm,0.606342
940nm,0.000000
