Model Name, AS7265x
Time, 2019-02-11_19:37:00
DUT, Hannstar
Temperature, 32767
X, 76.199437
Y, 37.426352
Z, 236.132027
x, 0.217863
y, 0.107006
410nm,6.499252
435nm,60.380322
460nm,67.769493
485nm,35.799675
510nm,9.491013
535nm,2.846156
560nm,2.047426
585nm,2.308878
610nm,29.037607
645nm,2.278634
680nm,2.923066
705nm,2.107791
730nm,0.910083
760nm,1.725822
810nm,17.021721
860nm,8.909208
900nm,0.606342
940nm,1.810236
