Model Name,GS1160
529nm,0.036462
530nm,0.034193
531nm,0.032238
532nm,0.03068
533nm,0.029377
534nm,0.027841
535nm,0.026038
536nm,0.024201
537nm,0.022471
538nm,0.020932
539nm,0.019524
540nm,0.018271
541nm,0.017112
542nm,0.016017
543nm,0.014978
544nm,0.013958
545nm,0.012938
546nm,0.011889
547nm,0.010868
548nm,0.010002
549nm,0.009299
550nm,0.00867
551nm,0.008003
552nm,0.007316
553nm,0.006655
554nm,0.006072
555nm,0.005652
556nm,0.005384
557nm,0.005188
558nm,0.004961
559nm,0.004644
560nm,0.004244
561nm,0.00385
562nm,0.00366
563nm,0.00369
564nm,0.003753
565nm,0.00371
566nm,0.003588
567nm,0.003489
568nm,0.003328
569nm,0.002998
570nm,0.002566
571nm,0.002386
572nm,0.002545
573nm,0.002765
574nm,0.002762
575nm,0.002651
576nm,0.002701
577nm,0.002852
578nm,0.00286
579nm,0.002683
580nm,0.002536
581nm,0.002544
582nm,0.00234
583nm,0.001731
584nm,0.001175
585nm,0.001321
586nm,0.00206
587nm,0.002641
588nm,0.002788
589nm,0.002846
590nm,0.00311
591nm,0.003355
592nm,0.003373
593nm,0.00333
594nm,0.003512
595nm,0.00379
596nm,0.00379
597nm,0.003478
598nm,0.003221
599nm,0.003228
600nm,0.003459
601nm,0.003705
602nm,0.003733
603nm,0.003467
604nm,0.003259
605nm,0.003585
606nm,0.004235
607nm,0.00445
608nm,0.004124
609nm,0.004038
610nm,0.004575
611nm,0.004708
612nm,0.003923
613nm,0.002845
614nm,0.002468
615nm,0.002935
616nm,0.003715
617nm,0.004405
618nm,0.004582
619nm,0.004316
620nm,0.004154
621nm,0.004401
622nm,0.005029
623nm,0.005751
624nm,0.005943
625nm,0.005497
626nm,0.004658
627nm,0.004042
628nm,0.003978
629nm,0.004348
630nm,0.004733
631nm,0.004596
632nm,0.003931
633nm,0.003208
634nm,0.00293
635nm,0.003415
636nm,0.004374
637nm,0.005032
638nm,0.004976
639nm,0.004387
640nm,0.003769
641nm,0.003302
642nm,0.003027
643nm,0.00302
644nm,0.003113
645nm,0.003405
646nm,0.003806
647nm,0.004153
648nm,0.004319
649nm,0.004237
650nm,0.004051
651nm,0.003735
652nm,0.003329
653nm,0.003078
654nm,0.00315
655nm,0.003473
656nm,0.003756
657nm,0.003924
658nm,0.004104
659nm,0.004159
660nm,0.003866
661nm,0.00347
662nm,0.003466
663nm,0.003766
664nm,0.003766
665nm,0.003374
666nm,0.003127
667nm,0.003326
668nm,0.003732
669nm,0.003813
670nm,0.003208
671nm,0.002253
672nm,0.001656
673nm,0.001799
674nm,0.002376
675nm,0.002786
676nm,0.002812
677nm,0.002644
678nm,0.002679
679nm,0.002938
680nm,0.003004
681nm,0.002673
682nm,0.002182
683nm,0.001726
684nm,0.001228
685nm,0.000878
686nm,0.000896
687nm,0.00141
688nm,0.002247
689nm,0.002894
690nm,0.003094
691nm,0.002936
692nm,0.002812
693nm,0.002792
694nm,0.002703
695nm,0.002346
696nm,0.001797
697nm,0.00124
698nm,0.000837
699nm,0.000872
700nm,0.001142
701nm,0.001322
702nm,0.001168
703nm,0.000791
704nm,0.00065
705nm,0.001
706nm,0.001417
707nm,0.001342
708nm,0.000749
709nm,0.000167
710nm,0
711nm,0
712nm,0.000162
713nm,0.000514
714nm,0.001381
715nm,0.002398
716nm,0.002521
717nm,0.001654
718nm,0.000476
719nm,0.000083
720nm,0.000336
721nm,0.000535
722nm,0.00048
723nm,0.000227
724nm,0.000028
725nm,0
726nm,0
727nm,0
728nm,0
729nm,0
730nm,0
731nm,0
732nm,0.00007
733nm,0.000219
734nm,0.000283
735nm,0.000316
736nm,0.000671
737nm,0.001127
738nm,0.00114
739nm,0.000941
740nm,0.001157
741nm,0.001385
742nm,0.001078
743nm,0.000342
744nm,0
745nm,0
746nm,0.000263
747nm,0.000892
748nm,0.002077
749nm,0.003172
750nm,0.002972
751nm,0.001788
752nm,0.000429
753nm,0
754nm,0
755nm,0
756nm,0.000056
757nm,0.000249
758nm,0.000381
759nm,0.000326
760nm,0.000187
761nm,0.000122
762nm,0.000138
763nm,0.000085
764nm,0.000017
765nm,0
766nm,0
767nm,0
768nm,0
769nm,0
770nm,0
771nm,0.000118
772nm,0.000544
773nm,0.000816
774nm,0.000777
775nm,0.001118
776nm,0.001625
777nm,0.002325
778nm,0.002339
779nm,0.002339
780nm,0.002339
