Model Name,GS1160
472nm,0.301554
473nm,0.28229
474nm,0.264677
475nm,0.249383
476nm,0.235708
477nm,0.224007
478nm,0.213096
479nm,0.203081
480nm,0.19508
481nm,0.188742
482nm,0.18417
483nm,0.179965
484nm,0.176249
485nm,0.173981
486nm,0.173006
487nm,0.173112
488nm,0.173068
489nm,0.173062
490nm,0.17429
491nm,0.176808
492nm,0.180415
493nm,0.183999
494nm,0.187955
495nm,0.193758
496nm,0.201415
497nm,0.210523
498nm,0.219622
499nm,0.228999
500nm,0.23932
501nm,0.250587
502nm,0.262774
503nm,0.275266
504nm,0.288073
505nm,0.300948
506nm,0.313847
507nm,0.326542
508nm,0.339013
509nm,0.351201
510nm,0.363274
511nm,0.375207
512nm,0.386828
513nm,0.398186
514nm,0.409221
515nm,0.420124
516nm,0.430673
517nm,0.440375
518nm,0.44927
519nm,0.457459
520nm,0.465507
521nm,0.4729
522nm,0.479144
523nm,0.484233
524nm,0.488278
525nm,0.491894
526nm,0.495269
527nm,0.498896
528nm,0.50262
529nm,0.505852
530nm,0.508508
531nm,0.510223
532nm,0.511351
533nm,0.511756
534nm,0.511816
535nm,0.511483
536nm,0.510058
537nm,0.507678
538nm,0.504957
539nm,0.502894
540nm,0.501198
541nm,0.498925
542nm,0.495908
543nm,0.492255
544nm,0.488416
545nm,0.484815
546nm,0.481828
547nm,0.479325
548nm,0.476626
549nm,0.473534
550nm,0.469855
551nm,0.465848
552nm,0.461125
553nm,0.455811
554nm,0.450072
555nm,0.444618
556nm,0.439637
557nm,0.434373
558nm,0.428503
559nm,0.422293
560nm,0.416449
561nm,0.41059
562nm,0.403868
563nm,0.396141
564nm,0.387451
565nm,0.378391
566nm,0.369556
567nm,0.361435
568nm,0.353846
569nm,0.34604
570nm,0.337955
571nm,0.330109
572nm,0.322689
573nm,0.315331
574nm,0.307677
575nm,0.299962
576nm,0.292588
577nm,0.285899
578nm,0.280182
579nm,0.275296
580nm,0.270801
581nm,0.266173
582nm,0.262468
583nm,0.259971
584nm,0.259002
585nm,0.25873
586nm,0.25936
587nm,0.261249
588nm,0.264342
589nm,0.269408
590nm,0.275772
591nm,0.28401
592nm,0.293073
593nm,0.302875
594nm,0.312643
595nm,0.322659
596nm,0.333516
597nm,0.345041
598nm,0.356028
599nm,0.365972
600nm,0.374689
601nm,0.383003
602nm,0.390142
603nm,0.396307
604nm,0.401018
605nm,0.40472
606nm,0.407504
607nm,0.409679
608nm,0.411603
609nm,0.413483
610nm,0.415459
611nm,0.416564
612nm,0.416699
613nm,0.41601
614nm,0.41546
615nm,0.414543
616nm,0.412902
617nm,0.410533
618nm,0.40796
619nm,0.405184
620nm,0.401771
621nm,0.397675
622nm,0.393008
623nm,0.388192
624nm,0.38332
625nm,0.378514
626nm,0.37367
627nm,0.368717
628nm,0.363585
629nm,0.358357
630nm,0.353604
631nm,0.34969
632nm,0.34568
633nm,0.34019
634nm,0.333574
635nm,0.327667
636nm,0.323255
637nm,0.319622
638nm,0.315875
639nm,0.312004
640nm,0.308026
641nm,0.303535
642nm,0.298574
643nm,0.293313
644nm,0.288171
645nm,0.283059
646nm,0.277855
647nm,0.272482
648nm,0.267012
649nm,0.261458
650nm,0.255898
651nm,0.250512
652nm,0.245359
653nm,0.240537
654nm,0.235928
655nm,0.231193
656nm,0.226055
657nm,0.220694
658nm,0.215563
659nm,0.210842
660nm,0.206306
661nm,0.201693
662nm,0.196916
663nm,0.192042
664nm,0.187233
665nm,0.18256
666nm,0.177934
667nm,0.173315
668nm,0.168777
669nm,0.164293
670nm,0.159745
671nm,0.155241
672nm,0.151075
673nm,0.147212
674nm,0.143331
675nm,0.139423
676nm,0.135922
677nm,0.133006
678nm,0.130467
679nm,0.127775
680nm,0.124661
681nm,0.121158
682nm,0.117537
683nm,0.113852
684nm,0.109868
685nm,0.105977
686nm,0.102721
687nm,0.100058
688nm,0.097396
689nm,0.09443
690nm,0.091399
691nm,0.088721
692nm,0.086454
693nm,0.084312
694nm,0.081949
695nm,0.079292
696nm,0.076607
697nm,0.074132
698nm,0.071837
699nm,0.069567
700nm,0.067214
701nm,0.065163
702nm,0.063494
703nm,0.061928
704nm,0.060085
705nm,0.058052
706nm,0.055713
707nm,0.052687
708nm,0.04966
709nm,0.047437
710nm,0.046592
711nm,0.046495
712nm,0.046
713nm,0.044806
714nm,0.043142
715nm,0.04161
716nm,0.039934
717nm,0.037907
718nm,0.035804
719nm,0.033808
720nm,0.031629
721nm,0.02969
722nm,0.028502
723nm,0.027914
724nm,0.027226
725nm,0.02559
726nm,0.023454
727nm,0.021284
728nm,0.019757
729nm,0.019001
730nm,0.018706
731nm,0.018767
732nm,0.017801
733nm,0.01555
734nm,0.014389
735nm,0.015222
736nm,0.0175
737nm,0.017971
738nm,0.015992
739nm,0.013799
740nm,0.012813
741nm,0.013047
742nm,0.01299
743nm,0.012162
744nm,0.011615
745nm,0.011565
746nm,0.011163
747nm,0.009946
748nm,0.00927
749nm,0.009519
750nm,0.00991
751nm,0.009409
752nm,0.008817
753nm,0.008342
754nm,0.007452
755nm,0.007035
756nm,0.00748
757nm,0.008129
758nm,0.007519
759nm,0.006081
760nm,0.004683
761nm,0.00398
762nm,0.005015
763nm,0.006373
764nm,0.006926
765nm,0.00614
766nm,0.005407
767nm,0.005665
768nm,0.00586
769nm,0.005553
770nm,0.004761
771nm,0.003831
772nm,0.002645
773nm,0.001754
774nm,0.001685
775nm,0.002643
776nm,0.003809
777nm,0.004502
778nm,0.004896
779nm,0.004896
780nm,0.004896
