Model Name,GS1160
675nm,0.026331
676nm,0.025607
677nm,0.025229
678nm,0.025948
679nm,0.027441
680nm,0.02868
681nm,0.02879
682nm,0.027987
683nm,0.026991
684nm,0.026194
685nm,0.026183
686nm,0.02704
687nm,0.027729
688nm,0.027337
689nm,0.026305
690nm,0.025843
691nm,0.025637
692nm,0.024632
693nm,0.023176
694nm,0.022306
695nm,0.022106
696nm,0.02182
697nm,0.021032
698nm,0.020021
699nm,0.020357
700nm,0.022298
701nm,0.026002
702nm,0.030181
703nm,0.035571
704nm,0.042321
705nm,0.050818
706nm,0.059526
707nm,0.06724
708nm,0.07268
709nm,0.076182
710nm,0.077194
711nm,0.075846
712nm,0.071431
713nm,0.065184
714nm,0.0573
715nm,0.048833
716nm,0.039527
717nm,0.030348
718nm,0.022728
719nm,0.017089
720nm,0.01278
721nm,0.009156
722nm,0.006591
723nm,0.00544
724nm,0.005067
725nm,0.005111
726nm,0.005136
727nm,0.004729
728nm,0.004056
729nm,0.003453
730nm,0.003248
731nm,0.00326
732nm,0.00299
733nm,0.002426
734nm,0.002503
735nm,0.003212
736nm,0.003812
737nm,0.003636
738nm,0.003224
739nm,0.003609
740nm,0.004637
741nm,0.005611
742nm,0.006373
743nm,0.007297
744nm,0.00876
745nm,0.010606
746nm,0.012014
747nm,0.012896
748nm,0.013251
749nm,0.013557
750nm,0.014335
751nm,0.014976
752nm,0.014777
753nm,0.01351
754nm,0.011962
755nm,0.011386
756nm,0.011471
757nm,0.011884
758nm,0.01361
759nm,0.0174
760nm,0.021835
761nm,0.025529
762nm,0.028415
763nm,0.03124
764nm,0.033287
765nm,0.034707
766nm,0.03497
767nm,0.031743
768nm,0.027383
769nm,0.02467
770nm,0.024488
771nm,0.023688
772nm,0.020732
773nm,0.018983
774nm,0.018679
775nm,0.017103
776nm,0.013965
777nm,0.010346
778nm,0.009136
779nm,0.009136
780nm,0.009136
