Model Name,GS1160
693nm,0.013719
694nm,0.012815
695nm,0.012046
696nm,0.011704
697nm,0.011566
698nm,0.011222
699nm,0.011419
700nm,0.012489
701nm,0.01472
702nm,0.017431
703nm,0.020981
704nm,0.024921
705nm,0.02885
706nm,0.032459
707nm,0.036011
708nm,0.039113
709nm,0.041224
710nm,0.042333
711nm,0.043138
712nm,0.042679
713nm,0.040627
714nm,0.035948
715nm,0.030063
716nm,0.023299
717nm,0.016756
718nm,0.010624
719nm,0.005953
720nm,0.003857
721nm,0.003514
722nm,0.003456
723nm,0.002487
724nm,0.00123
725nm,0.000442
726nm,0.000145
727nm,0.000472
728nm,0.000792
729nm,0.000783
730nm,0.000456
731nm,0.0001
732nm,0.000081
733nm,0.000253
734nm,0.000327
735nm,0.000351
736nm,0.000695
737nm,0.001152
738nm,0.001165
739nm,0.00146
740nm,0.002872
741nm,0.003942
742nm,0.003643
743nm,0.002183
744nm,0.002007
745nm,0.003691
746nm,0.005637
747nm,0.006916
748nm,0.00799
749nm,0.009636
750nm,0.011676
751nm,0.012879
752nm,0.013323
753nm,0.012939
754nm,0.01175
755nm,0.010165
756nm,0.009362
757nm,0.010221
758nm,0.013387
759nm,0.018625
760nm,0.02356
761nm,0.027673
762nm,0.031459
763nm,0.035396
764nm,0.038501
765nm,0.038985
766nm,0.038199
767nm,0.037161
768nm,0.035828
769nm,0.033496
770nm,0.029994
771nm,0.026555
772nm,0.024001
773nm,0.022078
774nm,0.020583
775nm,0.019179
776nm,0.017772
777nm,0.016834
778nm,0.016342
779nm,0.016342
780nm,0.016342
