Model Name,GS1160
558nm,0.00013
559nm,0.00011
560nm,0.000204
561nm,0.000348
562nm,0.000366
563nm,0.000253
564nm,0.000411
565nm,0.000938
566nm,0.001578
567nm,0.001934
568nm,0.002251
569nm,0.003
570nm,0.004343
571nm,0.006421
572nm,0.008986
573nm,0.012398
574nm,0.016307
575nm,0.021023
576nm,0.02625
577nm,0.0324
578nm,0.039895
579nm,0.048652
580nm,0.058837
581nm,0.06972
582nm,0.08143
583nm,0.093385
584nm,0.105266
585nm,0.116655
586nm,0.127167
587nm,0.136499
588nm,0.144651
589nm,0.150408
590nm,0.154392
591nm,0.155758
592nm,0.155927
593nm,0.154035
594nm,0.150677
595nm,0.146446
596nm,0.14281
597nm,0.140458
598nm,0.139789
599nm,0.140199
600nm,0.145067
601nm,0.153544
602nm,0.175422
603nm,0.209651
604nm,0.262577
605nm,0.328767
606nm,0.408346
607nm,0.499006
608nm,0.59792
609nm,0.708145
610nm,0.82482
611nm,0.91821
612nm,0.982574
613nm,1
614nm,0.995439
615nm,0.957528
616nm,0.899697
617nm,0.821546
618nm,0.731036
619nm,0.638419
620nm,0.556173
621nm,0.489802
622nm,0.442388
623nm,0.405283
624nm,0.379086
625nm,0.355766
626nm,0.334637
627nm,0.312956
628nm,0.292003
629nm,0.272635
630nm,0.253887
631nm,0.233957
632nm,0.212153
633nm,0.189184
634nm,0.166081
635nm,0.143892
636nm,0.123202
637nm,0.104129
638nm,0.086576
639nm,0.072531
640nm,0.061706
641nm,0.056192
642nm,0.053737
643nm,0.055002
644nm,0.057293
645nm,0.060318
646nm,0.063055
647nm,0.065818
648nm,0.068925
649nm,0.071781
650nm,0.073906
651nm,0.074632
652nm,0.074337
653nm,0.072684
654nm,0.070033
655nm,0.066423
656nm,0.062224
657nm,0.058062
658nm,0.054429
659nm,0.051956
660nm,0.050738
661nm,0.050666
662nm,0.051432
663nm,0.052353
664nm,0.052984
665nm,0.053335
666nm,0.053893
667nm,0.054491
668nm,0.054331
669nm,0.053182
670nm,0.051525
671nm,0.049946
672nm,0.048396
673nm,0.046948
674nm,0.04579
675nm,0.045145
676nm,0.045178
677nm,0.045613
678nm,0.046118
679nm,0.046157
680nm,0.045537
681nm,0.044977
682nm,0.045349
683nm,0.046254
684nm,0.046463
685nm,0.045888
686nm,0.045636
687nm,0.045983
688nm,0.046157
689nm,0.046096
690nm,0.046342
691nm,0.046546
692nm,0.046135
693nm,0.044973
694nm,0.043648
695nm,0.042471
696nm,0.041412
697nm,0.040777
698nm,0.040517
699nm,0.041281
700nm,0.042959
701nm,0.04684
702nm,0.052639
703nm,0.061337
704nm,0.071957
705nm,0.084763
706nm,0.097851
707nm,0.110076
708nm,0.118968
709nm,0.124018
710nm,0.125051
711nm,0.123537
712nm,0.117746
713nm,0.108197
714nm,0.09465
715nm,0.080102
716nm,0.065227
717nm,0.051151
718nm,0.038943
719nm,0.028879
720nm,0.020953
721nm,0.015071
722nm,0.011264
723nm,0.009841
724nm,0.009933
725nm,0.010334
726nm,0.010239
727nm,0.009608
728nm,0.008995
729nm,0.008188
730nm,0.007738
731nm,0.008201
732nm,0.008924
733nm,0.009079
734nm,0.008964
735nm,0.009766
736nm,0.012699
737nm,0.01569
738nm,0.016939
739nm,0.01645
740nm,0.015984
741nm,0.016755
742nm,0.017673
743nm,0.018202
744nm,0.01944
745nm,0.022447
746nm,0.026889
747nm,0.031722
748nm,0.036147
749nm,0.040366
750nm,0.04383
751nm,0.045924
752nm,0.04656
753nm,0.045715
754nm,0.043697
755nm,0.041439
756nm,0.04063
757nm,0.042679
758nm,0.047622
759nm,0.054808
760nm,0.06415
761nm,0.074708
762nm,0.085622
763nm,0.093493
764nm,0.097574
765nm,0.097814
766nm,0.095692
767nm,0.090937
768nm,0.08402
769nm,0.075546
770nm,0.066681
771nm,0.058459
772nm,0.052362
773nm,0.047901
774nm,0.044023
775nm,0.039731
776nm,0.035388
777nm,0.032667
778nm,0.031162
779nm,0.031162
780nm,0.031162
