Model Name,GS1160
Serial Number,
Time,2016/10/23_02:37:58
733nm,0.093073
734nm,0.111939
735nm,0.13257
736nm,0.154306
737nm,0.174147
738nm,0.189984
739nm,0.198394
740nm,0.199979
741nm,0.197766
742nm,0.195894
743nm,0.198461
744nm,0.210281
745nm,0.237388
746nm,0.280541
747nm,0.335365
748nm,0.392596
749nm,0.44605
750nm,0.486793
751nm,0.51
752nm,0.512066
753nm,0.498733
754nm,0.477208
755nm,0.455974
756nm,0.44459
757nm,0.4541
758nm,0.496267
759nm,0.568866
760nm,0.663008
761nm,0.763685
762nm,0.863433
763nm,0.942086
764nm,0.991803
765nm,1
766nm,0.98011
767nm,0.931866
768nm,0.864838
769nm,0.781576
770nm,0.697322
771nm,0.617161
772nm,0.543426
773nm,0.481883
774nm,0.435608
775nm,0.398138
776nm,0.355125
777nm,0.321447
778nm,0.303366
779nm,0.303366
780nm,0.303366
