Model Name,GS1160
632nm,0.002222
633nm,0.002176
634nm,0.001231
635nm,0.00033
636nm,0
637nm,0
638nm,0
639nm,0
640nm,0
641nm,0
642nm,0
643nm,0
644nm,0
645nm,0
646nm,0
647nm,0
648nm,0
649nm,0
650nm,0
651nm,0
652nm,0
653nm,0
654nm,0
655nm,0
656nm,0
657nm,0
658nm,0
659nm,0
660nm,0
661nm,0
662nm,0
663nm,0
664nm,0
665nm,0
666nm,0
667nm,0
668nm,0
669nm,0
670nm,0
671nm,0
672nm,0
673nm,0
674nm,0
675nm,0
676nm,0
677nm,0
678nm,0
679nm,0
680nm,0
681nm,0
682nm,0
683nm,0
684nm,0
685nm,0
686nm,0
687nm,0
688nm,0
689nm,0
690nm,0
691nm,0
692nm,0
693nm,0.001265
694nm,0.004127
695nm,0.006932
696nm,0.008158
697nm,0.008713
698nm,0.010286
699nm,0.012204
700nm,0.013178
701nm,0.012867
702nm,0.012261
703nm,0.011603
704nm,0.011333
705nm,0.011634
706nm,0.012016
707nm,0.012017
708nm,0.012106
709nm,0.013058
710nm,0.013169
711nm,0.01098
712nm,0.007907
713nm,0.006245
714nm,0.005262
715nm,0.003268
716nm,0.001022
717nm,0
718nm,0
719nm,0
720nm,0
721nm,0
722nm,0
723nm,0
724nm,0
725nm,0
726nm,0
727nm,0
728nm,0
729nm,0
730nm,0
731nm,0
732nm,0.002004
733nm,0.006412
734nm,0.011625
735nm,0.015859
736nm,0.019356
737nm,0.022926
738nm,0.025505
739nm,0.025999
740nm,0.025016
741nm,0.026127
742nm,0.029761
743nm,0.035529
744nm,0.04333
745nm,0.056284
746nm,0.074916
747nm,0.096586
748nm,0.115543
749nm,0.131883
750nm,0.145893
751nm,0.156288
752nm,0.159625
753nm,0.158311
754nm,0.156947
755nm,0.159567
756nm,0.167304
757nm,0.184885
758nm,0.221294
759nm,0.276252
760nm,0.337055
761nm,0.394276
762nm,0.44477
763nm,0.487669
764nm,0.518746
765nm,0.528059
766nm,0.52323
767nm,0.507172
768nm,0.486492
769nm,0.460372
770nm,0.429823
771nm,0.397796
772nm,0.365675
773nm,0.337358
774nm,0.313468
775nm,0.288895
776nm,0.259093
777nm,0.235571
778nm,0.223437
779nm,0.223437
780nm,0.223437
