Model Name,GS1160
Serial Number,
Time,2016/10/23_02:38:09
Memo,
I-Time,42000
Lv,11.552102
CCT,7459
Duv,0.143765
X,3.389539
Y,11.552102
Z,1.83442
x,0.202046
y,0.688606
u',0.074424
v',0.570711
x10,0.2364
y10,0.681984
u'10,0.088283
v'10,0.573042
dx,-0.098768
dy,0.377808
du,-0.121931
dv,0.114248
LambdaD,531
Purity,0.760389
R1,-15.647331
R2,3.690702
R3,-6.753976
R4,-47.345558
R5,3.381777
R6,-1.697659
R7,1.61189
R8,-23.443602
R9,-310.8862
R10,-80.57476
R11,-71.211777
R12,-11.954411
R13,-22.767563
R14,48.008644
R15,-27.084484
LambdaP,517
LambdaPValue,0.588344
S,2.737559
380nm,0
381nm,0
382nm,0
383nm,0
384nm,0
385nm,0
386nm,0
387nm,0
388nm,0
389nm,0
390nm,0
391nm,0
392nm,0
393nm,0
394nm,0
395nm,0
396nm,0
397nm,0
398nm,0
399nm,0
400nm,0
401nm,0
402nm,0
403nm,0
404nm,0
405nm,0
406nm,0
407nm,0
408nm,0
409nm,0
410nm,0
411nm,0
412nm,0
413nm,0
414nm,0
415nm,0
416nm,0
417nm,0
418nm,0
419nm,0
420nm,0
421nm,0
422nm,0
423nm,0
424nm,0
425nm,0
426nm,0.000015
427nm,0.000063
428nm,0.000145
429nm,0.000189
430nm,0.000166
431nm,0.000084
432nm,0.000025
433nm,0
434nm,0.00011
435nm,0.00039
436nm,0.000824
437nm,0.001009
438nm,0.000884
439nm,0.000597
440nm,0.000574
441nm,0.000815
442nm,0.001207
443nm,0.001618
444nm,0.001879
445nm,0.001696
446nm,0.001068
447nm,0.00043
448nm,0.00012
449nm,0.000124
450nm,0.000135
451nm,0.000096
452nm,0.000146
453nm,0.000367
454nm,0.000703
455nm,0.000792
456nm,0.000589
457nm,0.00036
458nm,0.000451
459nm,0.000862
460nm,0.001386
461nm,0.001913
462nm,0.002862
463nm,0.004502
464nm,0.006805
465nm,0.009082
466nm,0.01106
467nm,0.013018
468nm,0.015418
469nm,0.018305
470nm,0.022141
471nm,0.026735
472nm,0.03206
473nm,0.037417
474nm,0.042792
475nm,0.047931
476nm,0.052819
477nm,0.057651
478nm,0.062809
479nm,0.068246
480nm,0.073087
481nm,0.077188
482nm,0.080321
483nm,0.082974
484nm,0.085176
485nm,0.087463
486nm,0.090038
487nm,0.093185
488nm,0.096835
489nm,0.101074
490nm,0.106101
491nm,0.111723
492nm,0.119414
493nm,0.129408
494nm,0.141974
495nm,0.156534
496nm,0.172346
497nm,0.191811
498nm,0.21481
499nm,0.242307
500nm,0.273842
501nm,0.308556
502nm,0.349588
503nm,0.395416
504nm,0.447626
505nm,0.504373
506nm,0.564961
507nm,0.626843
508nm,0.687738
509nm,0.745768
510nm,0.800315
511nm,0.850879
512nm,0.895313
513nm,0.9352
514nm,0.965194
515nm,0.986711
516nm,0.997945
517nm,1
518nm,0.995483
519nm,0.979462
520nm,0.95563
521nm,0.923573
522nm,0.889535
523nm,0.854563
524nm,0.818653
525nm,0.782299
526nm,0.74544
527nm,0.708448
528nm,0.672161
529nm,0.638964
530nm,0.608903
531nm,0.581203
532nm,0.553573
533nm,0.526152
534nm,0.499016
535nm,0.472667
536nm,0.450545
537nm,0.43251
538nm,0.427137
539nm,0.433793
540nm,0.452664
541nm,0.474953
542nm,0.497853
543nm,0.525486
544nm,0.557566
545nm,0.582415
546nm,0.590242
547nm,0.576474
548nm,0.543415
549nm,0.496552
550nm,0.438308
551nm,0.377904
552nm,0.314175
553nm,0.248673
554nm,0.186548
555nm,0.139122
556nm,0.107067
557nm,0.090125
558nm,0.078143
559nm,0.071345
560nm,0.064978
561nm,0.059384
562nm,0.054791
563nm,0.051054
564nm,0.047654
565nm,0.044059
566nm,0.040418
567nm,0.036944
568nm,0.034393
569nm,0.033405
570nm,0.034272
571nm,0.037485
572nm,0.042276
573nm,0.048789
574nm,0.055814
575nm,0.063703
576nm,0.072168
577nm,0.080354
578nm,0.086586
579nm,0.090475
580nm,0.09133
581nm,0.090477
582nm,0.088279
583nm,0.086272
584nm,0.083953
585nm,0.080832
586nm,0.077177
587nm,0.074016
588nm,0.07175
589nm,0.070638
590nm,0.070152
591nm,0.069911
592nm,0.069322
593nm,0.067842
594nm,0.065493
595nm,0.061978
596nm,0.057391
597nm,0.052121
598nm,0.046891
599nm,0.042147
600nm,0.037918
601nm,0.033817
602nm,0.031875
603nm,0.03249
604nm,0.035392
605nm,0.038368
606nm,0.041312
607nm,0.045132
608nm,0.050225
609nm,0.056953
610nm,0.064611
611nm,0.070668
612nm,0.074337
613nm,0.073529
614nm,0.070189
615nm,0.063405
616nm,0.054907
617nm,0.04477
618nm,0.033628
619nm,0.022809
620nm,0.014217
621nm,0.008385
622nm,0.005379
623nm,0.003584
624nm,0.002588
625nm,0.001425
626nm,0.000672
627nm,0.000535
628nm,0.000737
629nm,0.000635
630nm,0.000672
631nm,0.001381
